"","X_UWI_DISPLAY","UWI","SURFACE_LATITUDE","SURFACE_LONGITUDE","X_TD_TVD","DRILL_TD","X_ONPROD_DATE","RIG_RELEASE_DATE","PROFILE_TYPE","PSUM_POOL_NAME","PSUM_OPERATOR_NAME"
"1202","01/16-17-033-24W3/0","101161703324W300",51.8293066,-109.3656337,704.98,1505,2016-12-09,2016-11-13,"Horizontal","KERROBERT VIKING","STEELHEAD PETROLEUM LTD."
"1203","01/16-20-029-22W3/0","101162002922W300",51.5021148,-109.0640138,737.44,1483,2016-11-21,2016-09-18,"Horizontal","AVON HILL VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"1204","01/16-22-029-22W3/0","101162202922W300",51.4951898,-109.007251,733.02,1479,2017-05-28,2017-03-10,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"1205","01/16-22-031-19W3/0","101162203119W300",51.6766039,-108.6272592,683.69,2316,2017-05-21,2017-02-13,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"1206","01/16-24-025-18W3/0","101162402518W300",51.1511115,-108.3887823,672.01,1482,2017-02-04,2016-12-09,"Horizontal","VIKING SAND","CRESCENT POINT RESOURCES PARTNERSHIP"
"1207","01/16-27-029-25W3/0","101162702925W300",51.5166275,-109.447737,726.14,1938,2017-02-15,2017-02-04,"Horizontal","WHITESIDE VIKING","WHITECAP RESOURCES INC."
"1208","01/16-27-033-24W3/0","101162703324W300",51.8652416,-109.3252006,695.87,1466,2017-02-04,2017-01-08,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"1209","01/16-28-029-22W3/0","101162802922W300",51.5059578,-109.030582,735.16,1946,2016-12-02,2016-11-14,"Horizontal","AVON HILL VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"1210","01/16-28-032-19W3/0","101162803219W300",51.7778313,-108.645008,615.15,1730,2017-11-16,2017-08-23,"Horizontal","DODSLAND NORTH VIKING","NAL RESOURCES LIMITED"
"1211","01/16-30-033-23W3/0","101163003323W300",51.8626093,-109.2657298,699.79,2332,2017-07-09,2017-06-26,"Horizontal","KERROBERT VIKING","TEINE ENERGY LTD."
"1212","01/16-31-025-17W3/0","101163102517W300",51.1821979,-108.3656192,701.28,1422,2016-12-13,2016-11-15,"Horizontal","VIKING SAND","CRESCENT POINT ENERGY CORP."
"1213","01/16-32-026-19W3/0","101163202619W300",51.2617417,-108.6107191,701.93,1472,2017-06-10,2017-05-26,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"1214","02/01-27-032-19W3/0","102012703219W300",51.7741656,-108.6056235,1668,1668,2017-05-19,2017-03-08,"Horizontal","DODSLAND NORTH VIKING","TEINE ENERGY LTD."
"1215","01/16-32-029-23W3/0","101163202923W300",51.5308974,-109.204468,707.54,1495,2017-07-18,NA,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"1216","01/16-34-029-21W3/0","101163402921W300",51.5323205,-108.8816111,716.62,1809,2017-02-21,2017-01-20,"Horizontal","VIKING SAND","NAL RESOURCES LIMITED"
"1217","01/16-35-029-22W3/0","101163502922W300",51.5242182,-108.9837892,716.9,1526,2016-07-17,2016-07-01,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"1218","02/01-06-027-19W3/0","102010602719W300",51.2718622,-108.6773599,721.59,2095,2016-12-01,2016-11-18,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"1219","02/01-19-026-19W3/0","102011902619W300",51.2362529,-108.6340053,721.85,1501,2017-06-01,2017-05-20,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"1220","02/01-28-029-22W3/0","102012802922W300",51.505946,-109.039577,740.63,1420,2016-12-02,2016-10-05,"Horizontal","AVON HILL VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"1221","02/01-28-032-19W3/0","102012803219W300",51.7672008,-108.6449868,641.51,1739,2017-11-16,2017-09-03,"Horizontal","DODSLAND NORTH VIKING","NAL RESOURCES LIMITED"
"1222","02/01-28-033-23W3/0","102012803323W300",51.8543073,-109.2190962,704.56,2277,2017-05-29,2017-02-21,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"1223","02/01-30-031-19W3/0","102013003119W300",51.67709,-108.6875303,724.12,1719,2017-11-11,2017-09-28,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"1224","02/01-36-030-22W3/0","102013603022W300",51.607299,-108.9708196,681.48,1548,2017-08-26,2017-08-09,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"1225","02/02-05-030-28W3/0","102020503028W300",51.5324181,-109.9193411,711.63,2006,2017-04-03,2017-03-11,"Horizontal","VIKING SAND","TAMARACK ACQUISITION CORP."
"1226","02/02-32-030-22W3/0","102023203022W300",51.6108185,-109.0470463,701.56,1630,2017-08-12,2017-07-28,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"1227","02/03-07-031-20W3/0","102030703120W300",51.6497958,-108.8289437,679.68,2262,2018-05-23,2018-03-08,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"1228","02/03-16-033-24W3/0","102031603324W300",51.831497,-109.353444,699.76,1462,2017-06-18,2017-05-25,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"1229","02/03-28-030-19W3/0","102032803019W300",51.5931931,-108.6364189,726.54,1981,2017-09-22,NA,"Horizontal","DODSLAND VIKING","CRESCENT POINT ENERGY CORP."
"1230","02/03-30-026-19W3/0","102033002619W300",51.2497248,-108.6456627,730.26,1502.5,2017-06-13,2017-05-30,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"1231","02/03-30-029-22W3/0","102033002922W300",51.5125687,-109.0922139,741.84,1582,2017-06-12,2017-03-05,"Horizontal","AVON HILL VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"1232","02/03-30-032-19W3/0","102033003219W300",51.7670444,-108.6997942,630.03,1465,2017-09-02,2017-08-15,"Horizontal","DODSLAND NORTH VIKING","TEINE ENERGY LTD."
"1233","02/03-35-031-23W3/0","102033503123W300",51.6940264,-109.1730384,720.91,1611,2017-06-09,2017-06-01,"Horizontal","EUREKA VIKING","RAGING RIVER EXPLORATION INC."
"1234","02/04-02-030-23W3/0","102040203023W300",51.5358779,-109.1303983,722.07,1466,2017-02-18,2017-01-27,"Horizontal","VIKING SAND","CRESCENT POINT RESOURCES PARTNERSHIP"
"1235","02/04-06-030-23W3/0","102040603023W300",51.5419659,-109.2349465,710.8,1482,2017-07-28,2017-07-16,"Horizontal","VIKING SAND","WHITECAP RESOURCES INC."
"1236","02/04-09-033-25W3/0","102040903325W300",51.8173113,-109.4955445,741.46,1464.5,2017-07-27,2017-07-07,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"1237","02/04-12-033-26W3/0","102041203326W300",51.8173636,-109.5690974,724.16,1461.8,2017-05-29,2017-02-17,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"1238","02/04-13-032-23W3/0","102041303223W300",51.7486275,-109.1425267,682.15,1834,2017-07-04,2017-06-22,"Horizontal","DODSLAND NORTH VIKING","WHITECAP RESOURCES INC."
"1239","02/04-26-032-24W3/0","102042603224W300",51.7661299,-109.2907753,722.36,1890,2016-11-15,2016-11-06,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"1240","02/04-30-029-24W3/0","102043002924W300",51.5131691,-109.3755297,718.88,1527,2017-01-07,2016-12-07,"Horizontal","WHITESIDE VIKING","RAGING RIVER EXPLORATION INC."
"1241","02/04-34-031-21W3/0","102043403121W300",51.6934237,-108.8847943,687.17,2191,2017-03-16,2017-02-27,"Horizontal","DODSLAND NORTH VIKING","SPARTAN ENERGY CORP."
"1242","02/05-20-027-18W3/0","102052002718W300",51.3328106,-108.5070598,693.12,2051,2017-06-21,2017-05-28,"Horizontal","VIKING SAND","TURNSTONE ENERGY INC"
"1243","02/05-21-032-19W3/0","102052103219W300",51.7558945,-108.6362201,630.16,1432,2017-06-02,2017-05-22,"Horizontal","DODSLAND NORTH VIKING","TEINE ENERGY LTD."
"1244","02/05-24-026-20W3/0","102052402620W300",51.232766,-108.6643784,735.37,1461,2017-06-03,2017-05-22,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"1245","02/06-04-031-22W3/0","102060403122W300",51.6251956,-109.0485281,696.51,2004.4,2016-08-24,2016-07-19,"Horizontal","DODSLAND VIKING","RAGING RIVER EXPLORATION INC."
"1246","02/06-05-030-21W3/0","102060503021W300",51.5316165,-108.9281422,696.66,1572,2016-11-15,2016-09-21,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"1247","02/03-01-031-22W3/0","102030103122W300",51.6219678,-109.0064933,678.24,1459,2016-06-20,2016-05-28,"Horizontal","DODSLAND VIKING","RAGING RIVER EXPLORATION INC."
"1248","02/05-19-029-21W3/0","102051902921W300",51.4946559,-108.9418616,745.22,1567,2017-08-25,2017-08-05,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"1249","02/06-29-032-19W3/0","102062903219W300",51.7712643,-108.6755851,626.92,1483,2017-08-24,2017-08-05,"Horizontal","DODSLAND NORTH VIKING","TEINE ENERGY LTD."
"1250","02/06-36-026-20W3/0","102063602620W300",51.254837,-108.6690248,732.11,1523.5,2017-07-07,NA,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"1251","02/12-13-029-22W3/0","102121302922W300",51.4840002,-108.9653368,746.52,1579,2017-08-14,2017-07-21,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"1252","02/07-20-032-27W3/0","102072003227W300",51.7533389,-109.7820862,742.44,1648,2017-02-01,2017-01-16,"Horizontal","VIKING SAND","TAMARACK ACQUISITION CORP."
"1253","01/15-10-032-23W3/0","101151003223W300",51.7276548,-109.178421,700.71,1508,2017-09-16,2017-09-03,"Horizontal","KERROBERT VIKING","TEINE ENERGY LTD."
"1254","02/01-04-032-23W3/0","102010403223W300",51.7086982,-109.1774332,732.7,2044,2017-06-07,2017-05-24,"Horizontal","EUREKA VIKING","RAGING RIVER EXPLORATION INC."
"1255","02/01-16-030-21W3/0","102011603021W300",51.5707672,-108.8890388,694.36,1442,2016-01-24,2016-01-10,"Horizontal","DODSLAND VIKING","RAGING RIVER EXPLORATION INC."
"1256","02/01-18-028-24W3/0","102011802824W300",51.4045623,-109.3596653,720.03,2462,2017-06-26,2017-06-11,"Horizontal","VIKING SAND","WHITECAP RESOURCES INC."
"1257","02/01-21-029-21W3/0","102012102921W300",51.4916036,-108.8998996,744.21,1489,2017-01-18,2016-12-12,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"1258","02/01-22-029-22W3/0","102012202922W300",51.4974681,-109.0075515,737.65,1443,2017-03-13,2017-03-02,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"1259","02/01-25-026-20W3/0","102012502620W300",51.2497435,-108.6575501,721.21,1502,2017-06-19,2017-06-05,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"1260","02/01-29-032-19W3/0","102012903219W300",51.7670332,-108.6641187,629.81,1461,2017-08-19,2017-08-03,"Horizontal","DODSLAND NORTH VIKING","TEINE ENERGY LTD."
"1261","02/02-01-034-25W3/0","102020103425W300",51.8946167,-109.4152413,701.77,1898,2017-02-09,2017-02-03,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"1262","02/02-02-026-15W3/0","102020202615W300",51.1850984,-108.0057734,640.14,1744,2017-05-29,2017-03-01,"Horizontal","VIKING SAND","NAL RESOURCES LIMITED"
"1263","02/02-20-032-27W3/0","102022003227W300",51.7532491,-109.782086,741.76,1662,2017-02-01,2017-01-13,"Horizontal","VIKING SAND","TAMARACK ACQUISITION CORP."
"1264","02/02-25-026-20W3/0","102022502620W300",51.2497448,-108.6630999,732.08,1508,2017-06-29,2017-06-08,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"1265","02/02-36-026-20W3/0","102023602620W300",51.2577667,-108.6505798,711.59,1574,2017-07-01,2017-06-09,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"1266","02/03-01-027-20W3/0","102030102720W300",51.2799565,-108.6910749,720.47,1533,2017-07-24,2017-07-13,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"1267","02/03-03-030-26W3/0","102030303026W300",51.5353984,-109.5638074,764.5,1918,2017-02-17,2017-02-13,"Horizontal","WHITESIDE VIKING","RAGING RIVER EXPLORATION INC."
"1268","02/03-10-033-25W3/0","102031003325W300",51.8212624,-109.4677663,725.77,1901,2017-02-26,2017-02-06,"Horizontal","PRAIRIEDALE E VIKING GAS","RAGING RIVER EXPLORATION INC."
"1269","02/03-24-031-21W3/0","102032403121W300",51.6655069,-108.863843,681.11,1488,2017-01-26,2016-11-26,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"1270","02/03-25-031-23W3/0","102032503123W300",51.679553,-109.1492951,714.44,1616,2016-09-12,2016-08-04,"Horizontal","EUREKA VIKING","RAGING RIVER EXPLORATION INC."
"1271","02/04-32-032-25W3/0","102043203225W300",51.7881454,-109.5221684,724.12,1447,2017-08-03,2017-07-12,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"1272","02/05-14-030-20W3/0","102051403020W300",51.5676393,-108.6962516,736.76,2178,2017-02-18,2017-02-05,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"1273","02/05-19-026-18W3/0","102051902618W300",51.232681,-108.5009345,698.72,1527,2017-05-15,2017-03-08,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"1274","02/05-28-025-18W3/0","102052802518W300",51.1701741,-108.4649196,685.18,1911,2017-09-28,2017-09-03,"Horizontal","PLATO VIKING","CRESCENT POINT ENERGY CORP."
"1275","02/05-28-033-24W3/0","102052803324W300",51.8561612,-109.3414695,695.13,1574,2017-03-11,2017-02-06,"Horizontal","KERROBERT VIKING","STEELHEAD PETROLEUM LTD."
"1276","02/05-29-030-19W3/0","102052903019W300",51.5962506,-108.6253098,735.27,2384,2017-09-21,2017-08-23,"Horizontal","DODSLAND VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"1277","02/05-30-030-19W3/0","102053003019W300",51.5969259,-108.6606466,739.41,1501,2016-11-03,2016-09-18,"Horizontal","DODSLAND VIKING","CRESCENT POINT ENERGY CORP."
"1278","02/05-35-033-24W3/0","102053503324W300",51.8732665,-109.285012,700.03,2285,2017-03-03,2017-02-12,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"1279","02/05-36-026-20W3/0","102053602620W300",51.2549063,-108.6739809,728.54,1531,2017-07-04,2017-06-21,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"1280","02/06-01-031-22W3/0","102060103122W300",51.6244419,-109.0062501,677.56,1427,2017-09-29,2017-09-10,"Horizontal","DODSLAND VIKING","ISH ENERGY LTD."
"1281","02/06-01-033-26W3/0","102060103326W300",51.7927019,-109.5629918,734.07,1500,2017-08-21,2017-07-24,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"1282","02/06-06-033-24W3/0","102060603324W300",51.8001123,-109.4074214,1465,1465,2016-12-01,2016-09-04,"Horizontal","KERROBERT VIKING","CONA RESOURCES LTD."
"1283","02/06-09-030-25W3/0","102060903025W300",51.5538376,-109.4742938,728.19,1528,2017-08-29,2017-07-21,"Horizontal","WHITESIDE VIKING","NOVUS ENERGY LTD."
"1284","02/06-20-031-19W3/0","102062003119W300",51.6789118,-108.6602688,698.41,1826,2017-06-27,2017-03-10,"Horizontal","DODSLAND VIKING","SPARTAN ENERGY CORP."
"1285","02/06-24-031-21W3/0","102062403121W300",51.6690849,-108.8637975,686.74,1521,2017-01-22,2016-11-30,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"1286","02/06-25-029-26W3/0","102062502926W300",51.5021751,-109.5346127,806.05,1644,2017-08-27,2017-07-18,"Horizontal","WHITESIDE VIKING","NOVUS ENERGY LTD."
"1287","02/06-26-032-19W3/0","102062603219W300",51.770486,-108.6040265,601.03,1440,2017-06-17,2017-06-05,"Horizontal","DODSLAND NORTH VIKING","TEINE ENERGY LTD."
"1288","02/06-28-030-19W3/0","102062803019W300",51.5963433,-108.6303625,728.64,1545,2017-09-21,2017-08-25,"Horizontal","DODSLAND VIKING","CRESCENT POINT ENERGY CORP."
"1289","02/06-32-026-19W3/0","102063202619W300",51.2551006,-108.6222308,703.61,1450,2017-03-01,2017-02-08,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"1290","02/07-06-031-19W3/0","102070603119W300",51.6276011,-108.6689368,703.45,1605,2017-01-20,2017-01-06,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"1291","02/07-06-031-21W3/0","102070603121W300",51.6239279,-108.9544056,678.99,1435,2017-07-01,2017-06-05,"Horizontal","DODSLAND VIKING","RAGING RIVER EXPLORATION INC."
"1292","02/07-30-032-19W3/0","102073003219W300",51.7709974,-108.6715274,627.05,1431,2017-09-01,2017-08-12,"Horizontal","DODSLAND NORTH VIKING","TEINE ENERGY LTD."
"1293","02/07-06-033-19W3/0","102070603319W300",51.7927635,-108.683265,634.2,1450.5,2017-08-24,2017-07-30,"Horizontal","PLENTY VIKING SAND","NAL RESOURCES LIMITED"
"1294","02/07-09-030-24W3/0","102070903024W300",51.5461756,-109.3179838,725.47,1528,2017-07-31,2017-07-19,"Horizontal","WHITESIDE VIKING","WHITECAP RESOURCES INC."
"1295","02/07-14-031-22W3/0","102071403122W300",51.6536555,-109.0011432,694.33,1505,2018-01-25,2017-12-13,"Horizontal","DODSLAND VIKING","RAGING RIVER EXPLORATION INC."
"1296","02/07-22-029-22W3/0","102072202922W300",51.4882702,-109.0120916,745.96,1500,2017-05-22,2017-03-03,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"1297","02/07-35-026-20W3/0","102073502620W300",51.2545592,-108.6856559,727.08,1593,2017-06-27,2017-06-12,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"1298","02/08-16-030-20W3/0","102081603020W300",51.5641609,-108.7585787,715.14,1488,2016-12-16,2016-11-29,"Horizontal","DODSLAND VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"1299","02/08-16-033-24W3/0","102081603324W300",51.8282784,-109.3498957,701.54,1561,2017-06-12,2017-06-02,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"1300","02/08-30-026-19W3/0","102083002619W300",51.2505338,-108.6457319,723.48,1539,2017-06-25,2017-06-07,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"1301","02/08-30-030-19W3/0","102083003019W300",51.5970561,-108.6660932,737.87,1499,2016-11-05,2016-09-10,"Horizontal","DODSLAND VIKING","CRESCENT POINT ENERGY CORP."
"1302","02/08-36-030-23W3/0","102083603023W300",51.6049205,-109.0987311,722.3,1492,2017-07-14,2017-06-21,"Horizontal","EUREKA VIKING","RAGING RIVER EXPLORATION INC."
"1303","02/09-02-033-26W3/0","102090203326W300",51.8101353,-109.5730315,731.28,1470,2017-05-27,2017-03-01,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"1304","02/09-16-029-22W3/0","102091602922W300",51.4906102,-109.029999,745.32,1484,2017-05-25,2017-03-15,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"1305","02/09-20-029-22W3/0","102092002922W300",51.4976207,-109.0640191,735.22,1472,2016-11-15,2016-09-07,"Horizontal","AVON HILL VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"1306","02/09-22-031-20W3/0","102092203120W300",51.6746642,-108.7686594,679.41,2194,2017-06-02,2017-02-12,"Horizontal","DODSLAND VIKING","SPARTAN ENERGY CORP."
"1307","02/09-28-032-19W3/0","102092803219W300",51.7742354,-108.6441261,625.1,1694,2017-11-16,2017-08-21,"Horizontal","DODSLAND NORTH VIKING","NAL RESOURCES LIMITED"
"1308","02/10-22-029-22W3/0","102102202922W300",51.5052891,-109.0120525,737.86,1534,2017-10-18,2017-03-03,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"1309","02/10-30-032-25W3/0","102103003225W300",51.7809687,-109.5341219,724.62,1463,2017-10-01,2017-09-01,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"1310","02/12-12-031-20W3/0","102121203120W300",51.6399504,-108.7058859,693.02,1543,2017-06-17,2017-05-28,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"1311","02/12-16-026-19W3/0","102121602619W300",51.2282537,-108.6048692,710.58,1545,2017-01-21,2017-01-07,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"1312","02/12-16-029-22W3/0","102121602922W300",51.4901627,-109.0477222,745.79,1450,2017-05-25,2017-03-15,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"1313","02/12-16-030-20W3/0","102121603020W300",51.5701742,-108.755662,711.01,1458,2016-12-14,2016-11-27,"Horizontal","DODSLAND VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"1314","02/12-16-033-23W3/0","102121603323W300",51.8352179,-109.2012896,701.34,1576,2017-06-27,2017-06-07,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"1315","02/12-16-033-25W3/0","102121603325W300",51.8391957,-109.4983337,731.06,1464.5,2017-05-30,2017-03-09,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"1316","02/12-29-033-23W3/0","102122903323W300",51.8616117,-109.2260009,708.08,1478,2017-02-22,2017-01-23,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"1317","02/12-30-030-19W3/0","102123003019W300",51.6005667,-108.6606461,726.85,1547,2016-11-23,2016-09-28,"Horizontal","DODSLAND VIKING","CRESCENT POINT ENERGY CORP."
"1318","02/13-13-031-22W3/0","102131303122W300",51.6609337,-108.9883605,681,1531,2017-07-01,2017-06-07,"Horizontal","DODSLAND VIKING","RAGING RIVER EXPLORATION INC."
"1319","02/13-13-033-24W3/0","102131303324W300",51.8355241,-109.2622858,707.63,2306,2017-07-01,2017-06-10,"Horizontal","KERROBERT VIKING","TEINE ENERGY LTD."
"1320","02/13-31-033-23W3/0","102133103323W300",51.8737187,-109.2596823,688.93,1408,2017-06-19,2017-06-10,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"1321","02/13-35-025-18W3/0","102133502518W300",51.1745941,-108.4172208,698.66,1495,2016-09-19,2016-09-07,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"1322","02/08-01-030-22W3/0","102080103022W300",51.5384212,-108.9695296,709.27,1502,2017-07-07,2017-06-25,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"1323","02/09-13-030-26W3/0","102091303026W300",51.571217,-109.5326302,764.34,1500,2017-01-21,2016-12-22,"Horizontal","WHITESIDE VIKING","RAGING RIVER EXPLORATION INC."
"1324","02/09-19-029-22W3/0","102091902922W300",51.5058395,-109.0784868,738.48,1525,2017-05-22,2017-03-10,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"1325","02/11-10-034-24W3/0","102111003424W300",51.9120481,-109.325623,681.3,1439,2016-11-19,2016-11-11,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"1326","02/11-18-030-21W3/0","102111803021W300",51.5719694,-108.9592233,695.65,1592,2017-02-04,2017-01-15,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"1327","02/11-26-029-25W3/0","102112602925W300",51.5130037,-109.4262368,722.17,1501,2017-06-28,2017-06-09,"Horizontal","WHITESIDE VIKING","TEINE ENERGY LTD."
"1328","02/11-36-025-19W3/0","102113602519W300",51.1848892,-108.5331012,688.86,1529,2017-03-06,2017-02-12,"Horizontal","VIKING SAND","CRESCENT POINT RESOURCES PARTNERSHIP"
"1329","02/12-09-030-23W3/0","102120903023W300",51.5566417,-109.177543,706.02,1501,2016-09-29,2016-09-13,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"1330","02/12-09-031-22W3/0","102120903122W300",51.6434031,-109.059668,685.32,1530,2017-08-01,2017-06-12,"Horizontal","DODSLAND VIKING","RAGING RIVER EXPLORATION INC."
"1331","02/12-13-033-24W3/0","102121303324W300",51.8353892,-109.2622861,704.27,2347,2017-07-01,2017-06-04,"Horizontal","KERROBERT VIKING","TEINE ENERGY LTD."
"1332","02/12-28-033-24W3/0","102122803324W300",51.863864,-109.3407002,701.18,1684,2017-10-19,2017-03-11,"Horizontal","KERROBERT VIKING","STEELHEAD PETROLEUM LTD."
"1333","02/12-32-029-23W3/0","102123202923W300",51.5273449,-109.2006892,706.88,1516,2017-07-11,2017-06-27,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"1334","02/13-09-031-17W3/0","102130903117W300",51.6460942,-108.3398827,618.91,2240,2016-07-09,2016-06-26,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"1335","02/13-12-025-14W3/0","102131202514W300",51.1234822,-107.815265,2171,2171,2017-09-04,2017-07-19,"Horizontal","VIKING SAND","NAL RESOURCES LIMITED"
"1336","02/13-12-031-20W3/0","102131203120W300",51.6466492,-108.7060994,690.59,1506,2017-06-18,2017-06-03,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"1337","02/13-32-029-23W3/0","102133202923W300",51.53103,-109.2006786,712.97,1520,2017-07-13,2017-06-30,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"1338","02/13-34-025-18W3/0","102133402518W300",51.174662,-108.441856,679.9,1502,2017-02-27,2017-02-06,"Horizontal","PLATO VIKING","TEINE ENERGY LTD."
"1339","02/16-22-026-19W3/0","102162202619W300",51.2333352,-108.5638458,707.32,1437,2016-09-01,2016-07-08,"Horizontal","PLATO NORTH VIKING","CRESCENT POINT ENERGY CORP."
"1340","03/03-17-031-19W3/0","103031703119W300",51.6501594,-108.6868571,695.9,2340,2016-10-03,2016-09-17,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"1341","03/03-22-030-22W3/0","103032203022W300",51.5905939,-109.0178797,699.61,1861,2017-02-24,2017-02-02,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"1342","03/07-15-031-20W3/0","103071503120W300",51.6539048,-108.7423226,678.93,1475,2016-11-06,2016-10-03,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"1343","02/14-19-026-18W3/0","102141902618W300",51.2335066,-108.5057924,695.37,1533,2017-05-12,2017-03-06,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"1344","02/14-15-034-24W3/0","102141503424W300",51.9240718,-109.3362997,677.2,1453,2016-09-23,2016-09-07,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"1345","02/07-21-032-19W3/0","102072103219W300",51.7562981,-108.6232424,630.31,1452,2017-06-07,2017-05-28,"Horizontal","DODSLAND NORTH VIKING","TEINE ENERGY LTD."
"1346","02/08-11-031-22W3/0","102081103122W300",51.6391946,-109.0301715,684.02,2285,2017-08-11,2017-07-24,"Horizontal","DODSLAND VIKING","RAGING RIVER EXPLORATION INC."
"1347","02/08-12-033-20W3/0","102081203320W300",51.8124962,-108.7106681,641.11,1373,2017-02-02,2017-01-08,"Horizontal","PLENTY VIKING SAND","STEELHEAD PETROLEUM LTD."
"1348","02/08-18-033-25W3/0","102081803325W300",51.8218302,-109.5281873,728.2,1474.5,2017-02-26,2017-01-18,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
