"","X_UWI_DISPLAY","UWI","SURFACE_LATITUDE","SURFACE_LONGITUDE","X_TD_TVD","DRILL_TD","X_ONPROD_DATE","RIG_RELEASE_DATE","PROFILE_TYPE","PSUM_POOL_NAME","PSUM_OPERATOR_NAME"
"1","01/01-02-030-23W3/0","101010203023W300",51.5357416,-109.1342147,717.81,1509,2017-01-13,2016-12-09,"Horizontal","VIKING SAND","CRESCENT POINT RESOURCES PARTNERSHIP"
"2","01/01-04-026-17W3/0","101010402617W300",51.1843804,-108.3316823,684.4,2252,2017-08-21,2017-07-23,"Horizontal","GREENAN VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"3","01/01-05-030-23W3/0","101010503023W300",51.5411099,-109.1942258,716.16,1514,2016-06-22,2016-06-12,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"4","01/01-28-029-22W3/0","101012802922W300",51.5059463,-109.039361,736.68,1431,2016-12-06,2016-11-01,"Horizontal","AVON HILL VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"5","01/01-30-030-19W3/0","101013003019W300",51.5933929,-108.6660975,737.11,1487,2016-10-01,2016-09-04,"Horizontal","DODSLAND VIKING","CRESCENT POINT ENERGY CORP."
"6","01/01-31-029-24W3/0","101013102924W300",51.5267565,-109.3600031,720.32,1454,2017-02-04,2017-01-26,"Horizontal","WHITESIDE VIKING","WHITECAP RESOURCES INC."
"7","01/01-32-025-14W3/0","101013202514W300",51.1701354,-107.9354657,602.67,2148,2017-03-01,2017-02-01,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"8","01/03-07-030-23W3/0","101030703023W300",51.5509878,-109.2396182,702.93,1503,2017-07-25,2017-07-10,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"9","01/04-35-029-22W3/0","101043502922W300",51.5276186,-108.9990144,731.32,1553,2017-08-10,2017-07-30,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"10","01/05-26-025-15W3/0","101052602515W300",51.1699016,-107.9999143,638.96,1831,2017-02-17,2017-01-25,"Horizontal","ELROSE VIKING SAND","RAGING RIVER EXPLORATION INC."
"11","01/06-26-029-25W3/0","101062602925W300",51.501826,-109.4199113,713.22,1597,2017-06-29,2017-06-15,"Horizontal","WHITESIDE VIKING","TEINE ENERGY LTD."
"12","01/06-27-029-26W3/0","101062702926W300",51.5133692,-109.591362,785.77,1616,2017-07-09,2017-06-23,"Horizontal","WHITESIDE VIKING","NOVUS ENERGY LTD."
"13","01/07-26-029-22W3/0","101072602922W300",51.5094618,-108.9785253,729.29,1518,2016-03-09,2016-03-01,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"14","01/08-05-033-26W3/0","101080503326W300",51.7927588,-109.6469517,736.42,1488.3,2017-03-16,2017-02-10,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"15","01/01-05-030-26W3/0","101010503026W300",51.5320262,-109.6382555,758.68,2409,2017-06-01,2017-01-03,"Horizontal","WHITESIDE VIKING","NOVUS ENERGY LTD."
"16","01/01-07-031-20W3/0","101010703120W300",51.6502558,-108.8175088,681.51,2330,2018-05-26,2018-03-17,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"17","01/01-11-030-26W3/0","101011103026W300",51.5601769,-109.5464815,755.71,1929,2017-02-13,2017-02-09,"Horizontal","WHITESIDE VIKING","RAGING RIVER EXPLORATION INC."
"18","01/01-12-030-22W3/2","101011203022W302",51.5492063,-108.9696335,NA,NA,2016-07-16,NA,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"19","01/01-19-026-18W3/0","101011902618W300",51.2298105,-108.5058007,690.25,1524,2017-05-16,2017-03-12,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"20","01/01-19-029-21W3/0","101011902921W300",51.49163,-108.9483555,740.84,1625,2017-08-19,2017-07-31,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"21","01/01-21-028-24W3/0","101012102824W300",51.4038075,-109.3354205,712.53,2390,2017-03-14,2017-03-07,"Horizontal","VIKING SAND","WHITECAP RESOURCES INC."
"22","01/01-21-030-19W3/0","101012103019W300",51.5784163,-108.6179449,740.05,1490,2016-06-20,2016-06-11,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"23","01/01-21-030-20W3/0","101012103020W300",51.5776132,-108.769897,720.35,2296,2017-03-03,2017-02-09,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"24","01/01-21-033-23W3/0","101012103323W300",51.8427381,-109.207357,706.95,1560,2016-12-07,2016-11-29,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"25","01/01-22-030-19W3/0","101012203019W300",51.5787771,-108.5957396,749.76,1604,2016-06-14,2016-06-06,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"26","01/01-22-032-25W3/0","101012203225W300",51.7522436,-109.4668406,699.82,1470,2016-11-06,2016-10-25,"Horizontal","PRAIRIEDALE E VIKING GAS","RAGING RIVER EXPLORATION INC."
"27","01/01-23-029-25W3/0","101012302925W300",51.4911321,-109.4279201,718.22,2342,2017-07-29,2017-07-17,"Horizontal","WHITESIDE VIKING","TEINE ENERGY LTD."
"28","01/01-24-030-21W3/0","101012403021W300",51.5774448,-108.8305612,687.1,1537,2017-07-11,2017-06-29,"Horizontal","DODSLAND VIKING","RAGING RIVER EXPLORATION INC."
"29","01/01-26-025-14W3/0","101012602514W300",51.1551567,-107.8665249,2184,2184,2017-08-02,2017-07-25,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"30","01/01-26-032-20W3/0","101012603220W300",51.7670557,-108.7343954,635.35,1390,2017-02-10,2017-01-08,"Horizontal","DODSLAND NORTH VIKING","NAL RESOURCES LIMITED"
"31","01/01-26-032-24W3/0","101012603224W300",51.7740291,-109.2905415,724.33,1508,2016-01-15,2016-01-06,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"32","01/01-27-025-18W3/0","101012702518W300",51.1636,-108.4238593,680.91,1541,2016-10-03,2016-09-23,"Horizontal","PLATO VIKING","TEINE ENERGY LTD."
"33","01/01-27-029-25W3/0","101012702925W300",51.5064595,-109.4512347,726.05,2292,2016-10-31,2016-09-26,"Horizontal","WHITESIDE VIKING","WHITECAP RESOURCES INC."
"34","01/01-27-030-20W3/0","101012703020W300",51.599498,-108.7252865,707.92,1476,2017-06-21,2017-02-03,"Horizontal","DODSLAND VIKING","SPARTAN ENERGY CORP."
"35","01/01-28-025-18W3/0","101012802518W300",51.1561242,-108.4591568,686.63,1438,2017-10-24,2017-08-28,"Horizontal","PLATO VIKING","CRESCENT POINT ENERGY CORP."
"36","01/01-33-029-21W3/0","101013302921W300",51.5203134,-108.9014004,720.8,1596,2017-09-03,2017-08-16,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"37","01/01-28-033-23W3/0","101012803323W300",51.8541725,-109.219096,698.72,2279,2017-05-28,2017-02-25,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"38","01/01-29-032-19W3/0","101012903219W300",51.7668983,-108.6641173,622.84,1459,2017-08-20,2017-08-02,"Horizontal","DODSLAND NORTH VIKING","TEINE ENERGY LTD."
"39","01/01-30-029-24W3/0","101013002924W300",51.505308,-109.3709896,718.63,1546,2017-01-06,2016-12-03,"Horizontal","WHITESIDE VIKING","RAGING RIVER EXPLORATION INC."
"40","01/01-30-031-19W3/0","101013003119W300",51.6770897,-108.6873135,722.05,1573,2017-11-14,2017-09-26,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"41","01/01-31-025-14W3/0","101013102514W300",51.1772571,-107.9369558,1361,1361,2017-11-04,2017-09-17,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"42","01/01-31-033-23W3/0","101013103323W300",51.8754248,-109.2435944,679.39,1418,2017-06-16,2017-05-31,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"43","01/01-32-025-18W3/0","101013202518W300",51.1716625,-108.4820583,692.92,1478,2016-11-14,2016-10-28,"Horizontal","PLATO VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"44","01/01-33-024-15W3/0","101013302415W300",51.0936857,-108.0297839,708.44,1852,2016-11-04,2016-10-30,"Horizontal","ELROSE SOUTH VIKING","RAGING RIVER EXPLORATION INC."
"45","01/01-34-033-23W3/0","101013403323W300",51.8687345,-109.1828763,712.2,1446,2016-08-09,2016-07-26,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"46","01/02-07-030-19W3/0","101020703019W300",51.5491703,-108.6709064,749.71,1510,2016-06-18,2016-06-08,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"47","01/02-26-029-25W3/0","101022602925W300",51.5059121,-109.3988692,705.14,1580,2017-06-30,2017-06-21,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"48","01/02-27-032-19W3/0","101022703219W300",51.7741642,-108.6092251,605.1,1446,2017-03-14,2017-03-02,"Horizontal","DODSLAND NORTH VIKING","TEINE ENERGY LTD."
"49","01/02-27-033-24W3/0","101022703324W300",51.8609633,-109.3202329,701.27,1442,2017-02-11,2017-01-21,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"50","01/02-28-034-24W3/0","101022803424W300",51.940948,-109.3605589,673.62,1829,2016-12-01,2016-11-19,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"51","01/02-36-025-15W3/0","101023602515W300",51.1808246,-107.9656871,627.75,1789,2017-02-16,2017-01-28,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"52","01/03-01-030-23W3/0","101030103023W300",51.5356259,-109.1228321,718.77,1530,2016-06-27,2016-06-15,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"53","01/03-06-030-23W3/0","101030603023W300",51.5419742,-109.2291811,709.95,1497,2016-12-21,2016-12-09,"Horizontal","VIKING SAND","WHITECAP RESOURCES INC."
"54","01/03-08-031-18W3/0","101030803118W300",51.6376605,-108.5337574,706.73,1603,2017-01-31,2016-12-20,"Horizontal","DODSLAND VIKING","NAL RESOURCES LIMITED"
"55","01/03-10-024-14W3/0","101031002414W300",51.0323657,-107.8766917,680.07,1485,2016-09-15,2016-09-09,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"56","01/03-13-032-29W3/0","101031303229W300",51.7526502,-109.987297,738.49,2325,2016-11-19,2016-11-13,"Horizontal","HOOSIER NORTH VIKING","RAGING RIVER EXPLORATION INC."
"57","01/03-27-029-26W3/0","101032702926W300",51.5098293,-109.5913765,775.88,1604,2017-07-08,2017-06-15,"Horizontal","WHITESIDE VIKING","NOVUS ENERGY LTD."
"58","01/03-28-030-19W3/0","101032803019W300",51.593328,-108.6364191,730.16,1956,2017-09-22,2017-08-28,"Horizontal","DODSLAND VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"59","01/03-31-033-23W3/0","101033103323W300",51.8752471,-109.2549001,691.5,1419,2017-06-18,2017-06-01,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"60","01/03-27-030-19W3/0","101032703019W300",51.5932548,-108.6067118,735.84,1516,2016-06-30,2016-06-19,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"61","01/04-35-029-23W3/0","101043502923W300",51.5205575,-109.1308322,733.57,1514,2016-07-07,2016-06-22,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"62","01/03-28-029-24W3/0","101032802924W300",51.512385,-109.3229502,721.32,1462,2017-01-21,2017-01-12,"Horizontal","WHITESIDE VIKING","WHITECAP RESOURCES INC."
"63","01/03-30-029-22W3/0","101033002922W300",51.5125684,-109.09243,740.2,1505,2017-06-12,2017-03-03,"Horizontal","AVON HILL VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"64","01/03-31-031-21W3/0","101033103121W300",51.6917797,-108.9820609,677.71,1503,2017-09-05,2017-08-22,"Horizontal","DODSLAND NORTH VIKING","TEINE ENERGY LTD."
"65","01/03-32-026-17W3/0","101033202617W300",51.2701276,-108.3411746,676.59,2115,2017-07-28,2017-06-08,"Horizontal","VIKING SAND","TURNSTONE ENERGY INC"
"66","01/03-32-032-25W3/0","101033203225W300",51.7881497,-109.5164441,719.2,1452,2017-08-01,2017-07-09,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"67","01/03-34-024-15W3/0","101033402415W300",51.0919778,-108.0196035,723.75,1574,2016-10-01,2016-09-24,"Horizontal","ELROSE SOUTH VIKING","RAGING RIVER EXPLORATION INC."
"68","01/03-35-029-27W3/0","101033502927W300",51.519279,-109.7083441,747.25,1514,2017-04-09,2017-01-07,"Horizontal","VIKING SAND","NOVUS ENERGY LTD."
"69","01/04-21-030-19W3/0","101042103019W300",51.578406,-108.6142851,743.01,1535,2016-06-21,2016-06-10,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"70","01/04-23-029-21W3/0","101042302921W300",51.4905031,-108.8487743,745.46,1483,2016-09-26,2016-09-18,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"71","01/04-26-032-24W3/0","101042603224W300",51.7662647,-109.2907753,727.08,1930,2016-02-11,2016-02-06,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"72","01/04-32-025-18W3/0","101043202518W300",51.1715958,-108.4785731,690.17,1431,2016-11-13,2016-09-28,"Horizontal","PLATO VIKING","CRESCENT POINT ENERGY CORP."
"73","01/04-32-031-19W3/0","101043203119W300",51.7008233,-108.6698766,647.42,1422,2016-07-08,2016-06-22,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"74","01/04-33-029-21W3/0","101043302921W300",51.5204439,-108.896402,723.22,1504,2016-09-03,2016-08-22,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"75","01/04-34-033-23W3/0","101043403323W300",51.8681026,-109.1788834,703.68,1453,2016-08-07,2016-07-23,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"76","01/04-35-024-15W3/0","101043502415W300",51.0909014,-107.9996664,748.95,1581,2016-12-15,2016-12-10,"Horizontal","ELROSE SOUTH VIKING","RAGING RIVER EXPLORATION INC."
"77","01/05-14-030-20W3/0","101051403020W300",51.5675044,-108.6962518,736.39,2185,2017-02-13,2017-02-02,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"78","01/05-14-033-23W3/0","101051403323W300",51.8216633,-109.1617953,697.99,1556,2016-12-09,2016-12-01,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"79","01/05-15-026-18W3/0","101051502618W300",51.2112996,-108.4421433,702.24,1531,2016-08-28,2016-08-07,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"80","01/05-15-030-19W3/0","101051503019W300",51.5677398,-108.5865072,774.13,1799,2017-07-14,2017-06-30,"Horizontal","DODSLAND VIKING","RAGING RIVER EXPLORATION INC."
"81","01/05-21-032-19W3/0","101052103219W300",51.7557596,-108.6362203,626.64,1434,2017-05-31,2017-05-20,"Horizontal","DODSLAND NORTH VIKING","TEINE ENERGY LTD."
"82","01/05-20-029-22W3/0","101052002922W300",51.4876972,-109.070653,731.07,1521,2016-10-01,2016-07-28,"Horizontal","AVON HILL VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"83","01/05-20-033-23W3/0","101052003323W300",51.841077,-109.2261598,694.61,1536,2016-06-30,2016-06-20,"Horizontal","KERROBERT VIKING","TEINE ENERGY LTD."
"84","01/05-21-024-14W3/0","101052102414W300",51.0514688,-107.907762,658.41,1402,2017-03-12,2017-02-14,"Horizontal","FORGAN WEST VIKING","RAGING RIVER EXPLORATION INC."
"85","01/05-21-029-21W3/0","101052102921W300",51.4918226,-108.8958273,746.76,1510,2017-01-17,2016-12-05,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"86","01/05-21-033-25W3/0","101052103325W300",51.8364985,-109.4986193,730.97,1464.5,2017-06-02,2017-03-12,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"87","01/05-22-029-20W3/0","101052202920W300",51.4926269,-108.7252102,731.12,1930,2017-07-21,2017-07-13,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"88","01/05-23-025-18W3/0","101052302518W300",51.1462283,-108.3974684,662.88,2286,2016-12-16,2016-11-29,"Horizontal","PLATO VIKING","TEINE ENERGY LTD."
"89","01/05-23-026-19W3/0","101052302619W300",51.2328226,-108.5484673,698.99,1440,2016-02-12,2016-02-04,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"90","01/05-26-029-25W3/0","101052602925W300",51.5018263,-109.4201274,710.54,1564,2017-06-29,2017-06-13,"Horizontal","WHITESIDE VIKING","TEINE ENERGY LTD."
"91","01/05-27-032-19W3/0","101052703219W300",51.7633924,-108.6240858,625.28,1446,2016-06-09,2016-06-03,"Horizontal","DODSLAND NORTH VIKING","RAGING RIVER EXPLORATION INC."
"92","01/05-28-033-24W3/0","101052803324W300",51.856296,-109.3414694,698.43,1653,2017-03-11,2017-02-11,"Horizontal","KERROBERT VIKING","STEELHEAD PETROLEUM LTD."
"93","01/05-29-030-19W3/0","101052903019W300",51.599114,-108.6356338,735.23,1698,2017-09-18,2017-08-15,"Horizontal","DODSLAND VIKING","CRESCENT POINT ENERGY CORP."
"94","01/05-30-030-19W3/0","101053003019W300",51.5966562,-108.6606466,745.62,1529,2016-11-03,2016-09-13,"Horizontal","DODSLAND VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"95","01/05-30-032-19W3/0","101053003219W300",51.7712587,-108.6819809,623.12,1463,2017-09-04,2017-08-20,"Horizontal","DODSLAND NORTH VIKING","TEINE ENERGY LTD."
"96","01/05-32-029-26W3/0","101053202926W300",51.5263677,-109.6220014,765.8,1577,2017-07-07,2017-06-12,"Horizontal","WHITESIDE VIKING","NOVUS ENERGY LTD."
"97","01/05-33-029-23W3/0","101053302923W300",51.5213986,-109.1777608,716.83,1480,2016-07-26,2016-07-12,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"98","01/06-35-029-28W3/0","101063502928W300",51.5261392,-109.8218589,699.66,1918,2017-03-14,2017-02-04,"Horizontal","VIKING SAND","TAMARACK ACQUISITION CORP."
"99","01/07-05-030-21W3/0","101070503021W300",51.5313355,-108.9202939,696.5,1493,2016-09-09,2016-08-04,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"100","01/07-22-029-22W3/0","101072202922W300",51.48827,-109.0113718,748.27,1501,2017-05-21,2017-02-27,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"101","01/07-22-030-22W3/0","101072203022W300",51.5819457,-109.0015969,696.16,1468,2017-02-25,2017-02-04,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"102","01/07-26-029-25W3/0","101072602925W300",51.5094617,-109.3995621,707.46,1553,2017-06-30,2017-06-23,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"103","01/07-26-032-20W3/0","101072603220W300",51.770202,-108.7162129,635.92,1493,2017-03-07,2017-01-12,"Horizontal","DODSLAND NORTH VIKING","NAL RESOURCES LIMITED"
"104","01/07-27-025-17W3/0","101072702517W300",51.1532507,-108.2923425,695.11,1569,2017-02-26,2016-12-11,"Horizontal","PLATO VIKING","TEINE ENERGY LTD."
"105","01/07-31-029-21W3/0","101073102921W300",51.5171973,-108.9420106,717.98,1446,2017-01-08,2016-12-02,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"106","01/07-31-029-28W3/0","101073102928W300",51.5208268,-109.9424992,709.93,1827,2016-09-11,2016-08-21,"Horizontal","VIKING SAND","TAMARACK ACQUISITION CORP."
"107","01/08-01-030-22W3/0","101080103022W300",51.5381965,-108.9695307,713.32,1580,2017-07-05,2017-06-21,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"108","01/08-01-033-26W3/0","101080103326W300",51.7925168,-109.5522866,721.03,1480.5,2017-08-10,2017-07-21,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"109","01/08-02-030-23W3/0","101080203023W300",51.5360113,-109.1342152,716.34,1478,2017-01-13,2016-12-15,"Horizontal","VIKING SAND","CRESCENT POINT RESOURCES PARTNERSHIP"
"110","01/08-03-026-18W3/0","101080302618W300",51.1821867,-108.4269141,696.43,1519,2016-10-27,2016-09-30,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"111","01/08-03-034-24W3/0","101080303424W300",51.8801796,-109.313391,702.85,1453,2016-09-17,2016-09-12,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"112","01/08-05-026-18W3/0","101080502618W300",51.182052,-108.4725532,690.2,1497,2017-02-27,2016-12-08,"Horizontal","PLATO VIKING","TEINE ENERGY LTD."
"113","01/08-05-030-21W3/0","101080503021W300",51.5315959,-108.9141246,699.97,1509,2016-08-29,2016-07-28,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"114","01/01-17-033-24W3/0","101011703324W300",51.8319178,-109.364252,707.02,1462,2016-12-12,2016-11-17,"Horizontal","KERROBERT VIKING","STEELHEAD PETROLEUM LTD."
"115","01/02-31-029-24W3/0","101023102924W300",51.5267566,-109.3603633,720.53,1456,2017-02-04,2017-01-23,"Horizontal","WHITESIDE VIKING","WHITECAP RESOURCES INC."
"116","01/04-19-029-21W3/0","101041902921W300",51.4913663,-108.9418625,741.12,1578,2017-08-19,2017-08-02,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"117","01/05-09-030-23W3/0","101050903023W300",51.5528243,-109.1775512,711.5,1476,2016-09-23,2016-09-09,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"118","01/05-19-030-23W3/0","101051903023W300",51.5753339,-109.2356866,708.33,1495,2017-03-15,2017-03-04,"Horizontal","LUCKY HILLS VIKING","WHITECAP RESOURCES INC."
"119","01/05-34-033-23W3/0","101053403323W300",51.8829318,-109.189963,707.93,1877,2017-01-23,2017-01-13,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"120","01/06-08-031-18W3/0","101060803118W300",51.6376596,-108.5334686,701.71,1487,2017-01-31,2017-01-05,"Horizontal","DODSLAND VIKING","NAL RESOURCES LIMITED"
"121","01/06-30-032-25W3/0","101063003225W300",51.7635862,-109.5402185,737.17,1476.5,2017-10-22,2017-09-03,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"122","01/09-13-029-22W3/0","101091302922W300",51.4838721,-108.9710539,752.53,1583,2017-08-19,2017-07-27,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"123","01/01-08-030-19W3/0","101010803019W300",51.5503602,-108.6538075,743.77,2303,2016-12-02,2016-11-28,"Horizontal","DODSLAND VIKING","RAGING RIVER EXPLORATION INC."
"124","01/01-08-030-23W3/0","101010803023W300",51.556458,-109.194059,713.59,1495,2017-03-14,2017-03-01,"Horizontal","VIKING SAND","WHITECAP RESOURCES INC."
"125","01/01-08-030-25W3/0","101010803025W300",51.5494818,-109.4919118,734.69,1868,2016-10-04,2016-09-20,"Horizontal","WHITESIDE VIKING","WHITECAP RESOURCES INC."
"126","01/01-15-026-18W3/0","101011502618W300",51.2140542,-108.4364862,683.98,1467,2017-02-01,2017-01-28,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"127","01/01-15-027-18W3/0","101011502718W300",51.3137305,-108.439649,655.98,1728.4,2016-09-15,2016-09-07,"Horizontal","VIKING SAND","TURNSTONE ENERGY INC"
"128","01/01-17-026-19W3/0","101011702619W300",51.2215833,-108.6123923,710.49,1573,2016-11-21,2016-11-07,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"129","01/01-35-029-22W3/0","101013502922W300",51.5264737,-108.9837768,712.29,1462,2016-07-24,2016-07-09,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"130","01/01-35-029-23W3/0","101013502923W300",51.5205567,-109.134249,718.7,1516,2016-07-10,2016-06-23,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"131","01/01-36-025-19W3/0","101013602519W300",51.1707754,-108.5286606,691.51,1433,2017-01-31,2017-01-04,"Horizontal","VIKING SAND","CRESCENT POINT ENERGY CORP."
"132","01/02-14-025-15W3/0","101021402515W300",51.1271424,-108.0051172,672.44,1796,2017-07-24,2017-06-25,"Horizontal","ELROSE VIKING SAND","NAL RESOURCES LIMITED"
"133","01/02-01-026-18W3/0","101020102618W300",51.1827837,-108.3743426,709.8,1462,2016-11-28,2016-11-04,"Horizontal","VIKING SAND","CRESCENT POINT RESOURCES PARTNERSHIP"
"134","01/02-01-026-19W3/0","101020102619W300",51.1927641,-108.5209682,679.78,1499,2016-07-27,2016-07-15,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"135","01/02-08-031-18W3/0","101020803118W300",51.6367255,-108.5051171,700.29,1527,2017-01-27,2016-12-12,"Horizontal","DODSLAND VIKING","NAL RESOURCES LIMITED"
"136","01/02-10-033-25W3/0","101021003325W300",51.8212547,-109.4631739,721.94,1875,2017-08-16,2017-08-05,"Horizontal","PRAIRIEDALE E VIKING GAS","RAGING RIVER EXPLORATION INC."
"137","01/02-11-026-18W3/0","101021102618W300",51.1998961,-108.3966034,696.35,1448,2017-01-21,2016-12-14,"Horizontal","VIKING SAND","CRESCENT POINT ENERGY CORP."
"138","01/02-11-030-24W3/0","101021103024W300",51.5498481,-109.2496121,697.71,2198,2017-06-04,2017-03-08,"Horizontal","VIKING SAND","WHITECAP RESOURCES INC."
"139","01/02-11-030-26W3/0","101021103026W300",51.5497683,-109.568123,759.37,1902.5,2016-09-05,2016-09-02,"Horizontal","WHITESIDE VIKING","RAGING RIVER EXPLORATION INC."
"140","01/02-14-025-14W3/0","101021402514W300",51.1385074,-107.8491093,600.33,1812,2017-03-01,2017-02-05,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"141","01/02-15-034-24W3/0","101021503424W300",51.9125933,-109.3368864,689.73,1852,2017-01-17,2016-12-18,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"142","01/02-17-033-24W3/0","101021703324W300",51.8319185,-109.3646872,706.73,1571,2016-12-12,2016-11-22,"Horizontal","KERROBERT VIKING","STEELHEAD PETROLEUM LTD."
"143","01/02-17-026-19W3/0","101021702619W300",51.2213708,-108.6181321,711.98,1503,2016-11-30,2016-11-13,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"144","01/02-18-033-24W3/0","101021803324W300",51.8356265,-109.390473,704.3,1854.5,2017-02-01,2017-01-10,"Horizontal","PRAIRIEDALE E VIKING GAS","RAGING RIVER EXPLORATION INC."
"145","01/02-19-026-19W3/0","101021902619W300",51.235704,-108.6403204,723.61,1475,2016-08-01,2016-07-15,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"146","01/02-21-032-26W3/0","101022103226W300",51.7532318,-109.6161127,745.35,1537,2016-12-08,2016-11-28,"Horizontal","PRAIRIEDALE VIKING SAND","TEINE ENERGY LTD."
"147","01/02-24-029-21W3/0","101022402921W300",51.4901365,-108.8413631,740.83,1885,2017-06-24,2017-06-12,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"148","01/07-16-026-18W3/0","101071602618W300",51.2146457,-108.4434281,691.3,1485,2016-08-26,2016-08-17,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"149","01/02-24-029-26W3/0","101022402926W300",51.4904746,-109.5170526,781.14,1521,2017-06-20,2017-06-04,"Horizontal","WHITESIDE VIKING","NOVUS ENERGY LTD."
